First Name,Last Name,Full Name,Cinema,Film,Tickets,Date,Time
Mariana Paula,Lautin,"Lautin, Mariana Paula",Birmingham,The Expendables 3,2,18/07/2014,20:30:00
Matthew,Lautin,"Lautin, Matthew",London,Sin City: A Dame To Kill For,2,31/07/2014,20:00:00
Anita,Lavagnino,"Lavagnino, Anita",Birmingham,Bad Neighbours,5,16/07/2014,20:30:00
John,Lavallee,"Lavallee, John",Birmingham,Sin City: A Dame To Kill For,2,20/08/2014,20:00:00
Christian,Lavanya,"Lavanya, Christian",Birmingham,The Amazing Spider-Man 2,2,21/07/2014,17:45:00
Kauko,Lavender,"Lavender, Kauko",Birmingham,Guardians Of The Galaxy,2,04/08/2014,21:00:00
Edward,Laveque,"Laveque, Edward",Cardiff,Sin City: A Dame To Kill For,5,22/07/2014,20:30:00
Michael,Laverick,"Laverick, Michael",Birmingham,Godzilla,3,09/08/2014,20:30:00
David,Laverick,"Laverick, David",Oxford,Divergent,4,19/07/2014,21:00:00
Michele,Lavi,"Lavi, Michele",Birmingham,Guardians Of The Galaxy,1,31/08/2014,18:30:00
Ernest,Lavie,"Lavie, Ernest",Cardiff,Divergent,2,03/07/2014,20:00:00
Jenna,Lavie,"Lavie, Jenna",Edinburgh,Guardians Of The Galaxy,3,03/08/2014,18:30:00
Gnanawathy,Lavie,"Lavie, Gnanawathy",Liverpool,Divergent,2,09/08/2014,21:00:00
Man Chung,Lavoie,"Lavoie, Man Chung",Manchester,Into The Storm,1,16/08/2014,20:00:00
Jay,Lavoie III,"Lavoie III, Jay",Manchester,Godzilla,1,04/07/2014,20:30:00
Leonardo,Lawhale,"Lawhale, Leonardo",London,Sin City: A Dame To Kill For,2,26/07/2014,20:00:00
Eoin,Lawhale,"Lawhale, Eoin",London,The Giver,8,19/08/2014,20:00:00
Philip,Lawler,"Lawler, Philip",Birmingham,Boyhood,1,08/07/2014,20:00:00
Catherine,Lawler,"Lawler, Catherine",London,Divergent,4,17/08/2014,20:00:00
Dilip,Lawler,"Lawler, Dilip",Manchester,Sin City: A Dame To Kill For,3,22/08/2014,20:30:00
Stephanie,Lawlor,"Lawlor, Stephanie",Birmingham,Guardians Of The Galaxy,1,18/07/2014,20:30:00
Mark,Lawlor,"Lawlor, Mark",London,The Fault in Our Stars,1,26/07/2014,20:00:00
Alan,Lawman,"Lawman, Alan",Manchester,Divergent,4,24/08/2014,18:30:00
Padma,Lawrence,"Lawrence, Padma",Edinburgh,Maleficent,6,14/08/2014,21:00:00
Christopher,Lawrence,"Lawrence, Christopher",London,Divergent,1,28/07/2014,21:00:00
Andrea,Lawrence,"Lawrence, Andrea",London,Teenage Mutant Ninja Turtles,3,23/07/2014,20:00:00
Donna,Laws,"Laws, Donna",Birmingham,Captain America: The Winter Soldier,5,03/08/2014,13:00:00
Paul,Laws,"Laws, Paul",Leeds,Divergent,2,08/08/2014,15:45:00
Jon,Laws,"Laws, Jon",Plymouth,Maleficent,6,10/08/2014,20:00:00
Beatrice,Lawson,"Lawson, Beatrice",Leeds,The Expendables 3,3,11/07/2014,21:00:00
Jianna,Lawson,"Lawson, Jianna",Oxford,Let's Be Cops,1,05/08/2014,20:00:00
Darren,Lawson,"Lawson, Darren",Plymouth,Guardians Of The Galaxy,4,22/08/2014,13:00:00
Michal,Lawson,"Lawson, Michal",Plymouth,The Hunger Games: Mockingjay,2,11/07/2014,20:00:00
Rajesh,Layzell,"Layzell, Rajesh",Leeds,Sin City: A Dame To Kill For,1,19/08/2014,18:30:00
Dinesh Bhoomaiah,Lazicky,"Lazicky, Dinesh Bhoomaiah",Birmingham,Teenage Mutant Ninja Turtles,2,15/08/2014,20:00:00
Michael,Lazzara,"Lazzara, Michael",Cardiff,Teenage Mutant Ninja Turtles,3,06/07/2014,20:30:00
Adriane,Lazzara,"Lazzara, Adriane",London,Into The Storm,2,25/07/2014,20:00:00
Stephen,Lazzaro,"Lazzaro, Stephen",Birmingham,If I Stay,5,27/07/2014,20:00:00
Rajendra,Lazzaro,"Lazzaro, Rajendra",Leeds,White Bird In A Blizzard,2,04/07/2014,20:30:00
Matthew,Lazzaro,"Lazzaro, Matthew",London,Sin City: A Dame To Kill For,3,01/08/2014,20:00:00
Arun Kumar,Lazzaro,"Lazzaro, Arun Kumar",London,The Hunger Games: Mockingjay,4,24/08/2014,20:00:00
Dhiraj,Lazzaroni,"Lazzaroni, Dhiraj",Plymouth,Teenage Mutant Ninja Turtles,4,26/08/2014,21:00:00
Sven-Erik,Lazzarotto,"Lazzarotto, Sven-Erik",Birmingham,Divergent,5,03/07/2014,20:00:00
Andrew Mun Wai,Le,"Le, Andrew Mun Wai",Edinburgh,Divergent,1,24/07/2014,20:00:00
Jason Forrest,Le,"Le, Jason Forrest",Edinburgh,Teenage Mutant Ninja Turtles,1,23/07/2014,20:00:00
Samir,Le,"Le, Samir",Leeds,"As Above, So Below",1,30/07/2014,20:00:00
William,Le,"Le, William",Liverpool,The Amazing Spider-Man 2,5,30/08/2014,20:00:00
Martin,Le,"Le, Martin",Liverpool,The Hunger Games: Mockingjay,2,07/07/2014,20:30:00
Ralph,Le,"Le, Ralph",London,Divergent,4,31/08/2014,20:00:00
Christopher,Le,"Le, Christopher",London,Guardians Of The Galaxy,8,22/07/2014,20:30:00
Katarzyna,Le,"Le, Katarzyna",Manchester,Guardians Of The Galaxy,4,18/08/2014,20:30:00
Asha,Le,"Le, Asha",Plymouth,Divergent,3,01/08/2014,21:00:00
Emily,Le Guen,"Le Guen, Emily",Manchester,Guardians Of The Galaxy,3,23/08/2014,20:00:00
Michael,Le Roux,"Le Roux, Michael",London,Sin City: A Dame To Kill For,6,19/08/2014,20:00:00
Benjamin,Leach,"Leach, Benjamin",Cardiff,"As Above, So Below",2,10/07/2014,20:30:00
Steve,Leach,"Leach, Steve",London,Maleficent,2,15/08/2014,13:00:00
Anne,Leach,"Leach, Anne",Manchester,The Hunger Games: Mockingjay,1,03/08/2014,15:45:00
Richard,Leach,"Leach, Richard",Plymouth,Let's Be Cops,1,04/08/2014,09:30:00
Chidambara Kiran,Leadston,"Leadston, Chidambara Kiran",Liverpool,If I Stay,1,04/07/2014,10:30:00
Jayakrishna,Learned,"Learned, Jayakrishna",Plymouth,Lucy,2,17/07/2014,21:00:00
Jarbas,LeBlanc,"LeBlanc, Jarbas",Edinburgh,Teenage Mutant Ninja Turtles,6,27/08/2014,21:00:00
Filippo,Leblanc,"Leblanc, Filippo",Edinburgh,The Amazing Spider-Man 2,3,25/07/2014,17:45:00
Robert,Leblanc,"Leblanc, Robert",Manchester,Guardians Of The Galaxy,5,13/07/2014,20:00:00
Karl,Leblanc,"Leblanc, Karl",Manchester,Teenage Mutant Ninja Turtles,4,16/08/2014,20:00:00
Kevin,Lebron,"Lebron, Kevin",Edinburgh,The Hunger Games: Mockingjay,1,04/07/2014,21:00:00
Krishna Mohan,Lebron,"Lebron, Krishna Mohan",Leeds,Sin City: A Dame To Kill For,6,27/07/2014,20:30:00
Greg,Lechea,"Lechea, Greg",Birmingham,Guardians Of The Galaxy,1,01/08/2014,20:00:00
Bernadette,Lechea,"Lechea, Bernadette",Edinburgh,The Amazing Spider-Man 2,3,01/08/2014,20:30:00
Balavenkata Ajay Kumar,Lechea,"Lechea, Balavenkata Ajay Kumar",London,If I Stay,3,07/07/2014,09:30:00
Steve,Lechner,"Lechner, Steve",Edinburgh,Divergent,2,02/07/2014,18:30:00
Darren,Lechtenberg,"Lechtenberg, Darren",Manchester,Maleficent,1,28/08/2014,18:30:00
Lisa,Lecker-Akomian,"Lecker-Akomian, Lisa",Liverpool,Godzilla,3,17/07/2014,20:00:00
Sarvesh,Lecker-Akomian,"Lecker-Akomian, Sarvesh",London,The Giver,1,14/07/2014,17:45:00
Ram Kumar,Leckie,"Leckie, Ram Kumar",Cardiff,The Giver,1,27/07/2014,20:00:00
Simon,Leckie,"Leckie, Simon",Oxford,Guardians Of The Galaxy,2,02/08/2014,20:00:00
Rakesh Ranjan,LeClaire,"LeClaire, Rakesh Ranjan",Edinburgh,The Hunger Games: Mockingjay,4,10/08/2014,13:00:00
Bhavinkumar,LeClaire,"LeClaire, Bhavinkumar",Liverpool,White Bird In A Blizzard,6,23/08/2014,21:00:00
Santosh Kumar,LeClaire,"LeClaire, Santosh Kumar",London,Godzilla,2,22/08/2014,21:00:00
Sarah-Jane,Lecuire,"Lecuire, Sarah-Jane",Cardiff,Divergent,4,03/07/2014,21:00:00
Leonard,Ledet,"Ledet, Leonard",Edinburgh,Boyhood,3,02/07/2014,17:45:00
Denise,Ledet,"Ledet, Denise",Manchester,Maleficent,3,13/07/2014,21:00:00
Vikas,Ledvinka,"Ledvinka, Vikas",Birmingham,Boyhood,1,31/08/2014,20:00:00
Carlo,Ledvinka,"Ledvinka, Carlo",Edinburgh,The Expendables 3,2,15/07/2014,20:00:00
Frederic,Lee,"Lee, Frederic",Birmingham,"As Above, So Below",1,26/07/2014,20:00:00
Takashi,Lee,"Lee, Takashi",Birmingham,"As Above, So Below",4,11/08/2014,20:00:00
Jessica,Lee,"Lee, Jessica",Birmingham,Divergent,5,02/08/2014,20:00:00
Stephen,Lee,"Lee, Stephen",Birmingham,Godzilla,1,13/07/2014,20:00:00
Siva,Lee,"Lee, Siva",Birmingham,Guardians Of The Galaxy,2,23/08/2014,20:00:00
Tamas,Lee,"Lee, Tamas",Birmingham,Guardians Of The Galaxy,1,05/07/2014,20:30:00
Chandra Sekhar,Lee,"Lee, Chandra Sekhar",Birmingham,If I Stay,2,07/07/2014,21:00:00
Jennifer,Lee,"Lee, Jennifer",Birmingham,If I Stay,2,29/07/2014,20:00:00
Abhijit,Lee,"Lee, Abhijit",Birmingham,Lucy,3,29/08/2014,17:45:00
Corey,Lee,"Lee, Corey",Birmingham,Lucy,5,31/08/2014,17:45:00
Ian,Lee,"Lee, Ian",Birmingham,Maleficent,1,17/07/2014,20:30:00
Ross,Lee,"Lee, Ross",Birmingham,Maleficent,1,20/08/2014,20:00:00
Andrew,Lee,"Lee, Andrew",Birmingham,Sin City: A Dame To Kill For,8,26/08/2014,20:00:00
Matthew,Lee,"Lee, Matthew",Birmingham,Teenage Mutant Ninja Turtles,6,16/08/2014,09:30:00
Pedro,Lee,"Lee, Pedro",Birmingham,The Fault in Our Stars,2,27/07/2014,20:30:00
Peter,Lee,"Lee, Peter",Birmingham,The Hunger Games: Mockingjay,8,19/08/2014,21:00:00
Thomas,Lee,"Lee, Thomas",Birmingham,White Bird In A Blizzard,4,05/07/2014,10:30:00
Brady,Lee,"Lee, Brady",Cardiff,Bad Neighbours,1,23/08/2014,20:00:00
Karen,Lee,"Lee, Karen",Cardiff,Guardians Of The Galaxy,3,24/07/2014,20:00:00
Michael,Lee,"Lee, Michael",Cardiff,Maleficent,1,03/08/2014,20:30:00
Santosh,Lee,"Lee, Santosh",Cardiff,Sin City: A Dame To Kill For,2,12/07/2014,17:45:00
JeanAnn,Lee,"Lee, JeanAnn",Edinburgh,The Hunger Games: Mockingjay,6,12/07/2014,10:30:00
Suresh,Lee,"Lee, Suresh",Edinburgh,The Hunger Games: Mockingjay,1,03/07/2014,20:30:00
Karla,Lee,"Lee, Karla",Leeds,Divergent,3,24/08/2014,13:00:00
Bradley,Lee,"Lee, Bradley",Leeds,Teenage Mutant Ninja Turtles,2,10/08/2014,17:45:00
Mauricio,Lee,"Lee, Mauricio",Leeds,The Amazing Spider-Man 2,1,06/07/2014,17:45:00
Andrew,Lee,"Lee, Andrew",Leeds,The Expendables 3,1,11/08/2014,10:30:00
Srinivasa,Lee,"Lee, Srinivasa",Liverpool,Guardians Of The Galaxy,3,27/08/2014,13:00:00
Edwin,Lee,"Lee, Edwin",Liverpool,Into The Storm,1,10/07/2014,20:00:00
Hans,Lee,"Lee, Hans",London,Bad Neighbours,2,25/07/2014,09:30:00
Mark,Lee,"Lee, Mark",London,Boyhood,2,31/08/2014,15:45:00
Lai Ping,Lee,"Lee, Lai Ping",London,Captain America: The Winter Soldier,4,28/08/2014,17:45:00
Lisa,Lee,"Lee, Lisa",London,Divergent,1,14/08/2014,20:30:00
Joseph,Lee,"Lee, Joseph",London,If I Stay,4,15/07/2014,13:00:00
Jens,Lee,"Lee, Jens",London,Let's Be Cops,8,18/07/2014,10:30:00
George,Lee,"Lee, George",London,The Fault in Our Stars,2,15/08/2014,21:00:00
Alan,Lee,"Lee, Alan",London,The Hunger Games: Mockingjay,8,08/08/2014,09:30:00
Ramchand,Lee,"Lee, Ramchand",Manchester,If I Stay,6,11/07/2014,20:30:00
Brian,Lee,"Lee, Brian",Manchester,Lucy,2,22/08/2014,18:30:00
Josep,Lee,"Lee, Josep",Oxford,"As Above, So Below",6,08/08/2014,15:45:00
Miroslav,Lee,"Lee, Miroslav",Oxford,Divergent,1,22/08/2014,10:30:00
Pavan,Lee,"Lee, Pavan",Oxford,Divergent,4,29/08/2014,21:00:00
Dane,Lee,"Lee, Dane",Oxford,Guardians Of The Galaxy,2,05/07/2014,18:30:00
Jorge,Lee,"Lee, Jorge",Oxford,Into The Storm,1,15/07/2014,09:30:00
Kosta,Lee,"Lee, Kosta",Oxford,The Amazing Spider-Man 2,2,03/07/2014,17:45:00
John,Lee,"Lee, John",Plymouth,The Hunger Games: Mockingjay,1,08/08/2014,09:30:00
Richard,Leeden,"Leeden, Richard",Oxford,The Hunger Games: Mockingjay,3,17/08/2014,10:30:00
Casey,Leeuw van Weenen,"Leeuw van Weenen, Casey",Edinburgh,The Expendables 3,1,02/08/2014,20:00:00
Edward,Leeuw van Weenen,"Leeuw van Weenen, Edward",Oxford,The Expendables 3,6,09/08/2014,17:45:00
Nicholas,Lefebvre,"Lefebvre, Nicholas",Birmingham,Bad Neighbours,3,09/07/2014,20:30:00
John,LeFebvre,"LeFebvre, John",Birmingham,Teenage Mutant Ninja Turtles,8,03/08/2014,20:00:00
Christian,Legerski,"Legerski, Christian",Birmingham,Divergent,1,31/08/2014,20:30:00
Janet,Legerski,"Legerski, Janet",London,The Giver,1,07/08/2014,20:30:00
Darci,Legerski,"Legerski, Darci",Manchester,The Giver,2,31/08/2014,18:30:00
Ram Charan,Leggett,"Leggett, Ram Charan",Cardiff,The Expendables 3,3,04/08/2014,09:30:00
Clare,Leggett,"Leggett, Clare",Oxford,Godzilla,4,28/08/2014,10:30:00
Stephen,Legnani,"Legnani, Stephen",Birmingham,The Expendables 3,5,13/07/2014,21:00:00
Leroy,Legnani,"Legnani, Leroy",Plymouth,The Expendables 3,2,25/08/2014,09:30:00
Vitezslav Vit,Leguillow,"Leguillow, Vitezslav Vit",Plymouth,The Amazing Spider-Man 2,2,19/08/2014,10:30:00
John,Leguizamon Rodriguez,"Leguizamon Rodriguez, John",Oxford,Sin City: A Dame To Kill For,5,21/08/2014,20:30:00
Reza,Lehmann,"Lehmann, Reza",Birmingham,The Fault in Our Stars,4,29/08/2014,18:30:00
Alan,Lehmann,"Lehmann, Alan",Oxford,Sin City: A Dame To Kill For,2,23/08/2014,21:00:00
Maithreyi,Lehmann,"Lehmann, Maithreyi",Plymouth,Let's Be Cops,1,20/08/2014,17:45:00
Wesley,Lehotsky,"Lehotsky, Wesley",Birmingham,"As Above, So Below",8,31/08/2014,20:00:00
Siobhan,Lehotsky,"Lehotsky, Siobhan",Oxford,Sin City: A Dame To Kill For,4,25/07/2014,09:30:00
Parin,Lehr,"Lehr, Parin",Manchester,Sin City: A Dame To Kill For,3,27/07/2014,20:30:00
Joan,Lei,"Lei, Joan",Leeds,Divergent,1,29/07/2014,21:00:00
Arthur,Lei,"Lei, Arthur",Manchester,"As Above, So Below",6,06/08/2014,10:30:00
Jonathan,Lei,"Lei, Jonathan",Manchester,Bad Neighbours,3,29/08/2014,21:00:00
Shekar,Leidig,"Leidig, Shekar",Oxford,Guardians Of The Galaxy,1,20/07/2014,17:45:00
Jingfeng,Leigh,"Leigh, Jingfeng",Birmingham,The Giver,2,20/08/2014,13:00:00
Priyanka,Leigh,"Leigh, Priyanka",London,Maleficent,4,04/07/2014,18:30:00
Nitin,Leijten,"Leijten, Nitin",Edinburgh,Teenage Mutant Ninja Turtles,4,17/08/2014,15:45:00
Eva,Leijten,"Leijten, Eva",London,Godzilla,1,18/08/2014,10:30:00
Helena,Leino,"Leino, Helena",Liverpool,Boyhood,1,10/08/2014,20:30:00
Alain,Leitao,"Leitao, Alain",Birmingham,Divergent,1,10/08/2014,21:00:00
Srinivas,Leitao,"Leitao, Srinivas",London,The Giver,1,02/07/2014,09:30:00
Martin,Lelievre,"Lelievre, Martin",Liverpool,Maleficent,3,18/08/2014,20:00:00
Sergio,Lelievre,"Lelievre, Sergio",London,Guardians Of The Galaxy,4,08/08/2014,20:30:00
Duncan,Lelievre,"Lelievre, Duncan",Manchester,Sin City: A Dame To Kill For,2,09/08/2014,20:30:00
Kelly,Lella,"Lella, Kelly",Leeds,Teenage Mutant Ninja Turtles,2,10/08/2014,20:00:00
Jason,Lella,"Lella, Jason",Manchester,Guardians Of The Galaxy,2,06/08/2014,21:00:00
Eric,Lella,"Lella, Eric",Manchester,White Bird In A Blizzard,2,10/08/2014,20:30:00
Parminder,Lemack,"Lemack, Parminder",Liverpool,The Hunger Games: Mockingjay,1,05/07/2014,10:30:00
Aurora,Lemack,"Lemack, Aurora",Plymouth,"As Above, So Below",8,25/07/2014,15:45:00
Joan,Lemieux,"Lemieux, Joan",Birmingham,"As Above, So Below",2,09/07/2014,20:00:00
Daniel,Lemieux,"Lemieux, Daniel",Birmingham,Sin City: A Dame To Kill For,2,13/08/2014,20:00:00
Jason,Lemieux,"Lemieux, Jason",London,Sin City: A Dame To Kill For,3,22/07/2014,13:00:00
John,Lemieux,"Lemieux, John",Oxford,Captain America: The Winter Soldier,8,09/07/2014,10:30:00
Reid,Lemieux,"Lemieux, Reid",Plymouth,Boyhood,3,26/07/2014,20:00:00
Kevin,Lemke,"Lemke, Kevin",Cardiff,The Hunger Games: Mockingjay,3,31/07/2014,09:30:00
Douglas,Lemoine,"Lemoine, Douglas",Leeds,Sin City: A Dame To Kill For,2,13/07/2014,20:30:00
Hiroshi,Lemonda,"Lemonda, Hiroshi",Leeds,Into The Storm,1,12/07/2014,13:00:00
Shahnawaz,Lemonda,"Lemonda, Shahnawaz",Oxford,Godzilla,3,23/07/2014,15:45:00
Benny,Lemonda,"Lemonda, Benny",Oxford,The Amazing Spider-Man 2,2,20/07/2014,09:30:00
Anand,Lemos Rodrigues,"Lemos Rodrigues, Anand",Manchester,Divergent,5,24/08/2014,20:00:00
David,Lengauer,"Lengauer, David",Birmingham,Lucy,1,27/07/2014,20:00:00
Anjalika,Lengauer,"Lengauer, Anjalika",Leeds,Godzilla,4,08/08/2014,17:45:00
Ondrej,Lengauer,"Lengauer, Ondrej",Oxford,The Fault in Our Stars,1,30/08/2014,20:00:00
Klevis,Lenkeit,"Lenkeit, Klevis",Birmingham,Divergent,4,24/08/2014,20:00:00
Deborah,Lenkeit,"Lenkeit, Deborah",Cardiff,Lucy,2,24/08/2014,20:00:00
Pavel,Lenkeit,"Lenkeit, Pavel",Plymouth,Teenage Mutant Ninja Turtles,1,02/08/2014,20:30:00
Rajesh,Lennon,"Lennon, Rajesh",Cardiff,The Fault in Our Stars,3,05/08/2014,20:00:00
William,Lennon,"Lennon, William",Cardiff,The Fault in Our Stars,3,07/07/2014,20:00:00
Marjolein,Lenski,"Lenski, Marjolein",Oxford,The Expendables 3,6,15/08/2014,20:30:00
Karen,Lentz,"Lentz, Karen",Manchester,Guardians Of The Galaxy,5,16/08/2014,18:30:00
Bala,Lentz,"Lentz, Bala",Manchester,If I Stay,5,29/08/2014,21:00:00
Jylian,Lenz,"Lenz, Jylian",Liverpool,Sin City: A Dame To Kill For,4,12/07/2014,09:30:00
Mittal,Leon,"Leon, Mittal",Birmingham,Boyhood,1,21/07/2014,10:30:00
Rahul,Leon,"Leon, Rahul",Birmingham,Guardians Of The Galaxy,1,06/07/2014,20:00:00
Gadangi,Leon,"Leon, Gadangi",Plymouth,Sin City: A Dame To Kill For,1,04/07/2014,20:00:00
Michael,Leonard,"Leonard, Michael",Birmingham,Lucy,1,04/07/2014,20:30:00
Dean,Leonard,"Leonard, Dean",Birmingham,The Fault in Our Stars,3,31/08/2014,20:00:00
Saurabh,Leonard,"Leonard, Saurabh",Birmingham,The Fault in Our Stars,2,01/08/2014,20:00:00
Dencel,Leonard,"Leonard, Dencel",London,The Amazing Spider-Man 2,1,03/08/2014,20:00:00
Yanan,Leonard,"Leonard, Yanan",Oxford,Guardians Of The Galaxy,1,03/08/2014,20:00:00
Steen,Leone,"Leone, Steen",Birmingham,Guardians Of The Galaxy,1,09/08/2014,20:00:00
Raymond,Leone,"Leone, Raymond",Birmingham,Maleficent,1,04/07/2014,17:45:00
Nazem,Leone,"Leone, Nazem",Leeds,Boyhood,4,29/07/2014,20:00:00
Tao,Leone,"Leone, Tao",Liverpool,Guardians Of The Galaxy,2,16/08/2014,18:30:00
Concetta,Leone,"Leone, Concetta",Manchester,If I Stay,1,06/08/2014,20:30:00
Charles,Leong,"Leong, Charles",Cardiff,Sin City: A Dame To Kill For,2,14/07/2014,20:30:00
Michael,Leong,"Leong, Michael",Cardiff,Teenage Mutant Ninja Turtles,5,04/07/2014,17:45:00
Xuemei,Leong,"Leong, Xuemei",London,The Giver,1,02/07/2014,17:45:00
Rudy,Leong,"Leong, Rudy",Oxford,Let's Be Cops,1,24/07/2014,21:00:00
John,Leonhard,"Leonhard, John",Birmingham,The Giver,1,27/08/2014,15:45:00
Andreas,Leonhard,"Leonhard, Andreas",Edinburgh,"As Above, So Below",5,05/07/2014,09:30:00
Frank,Leonhard,"Leonhard, Frank",Edinburgh,Guardians Of The Galaxy,1,09/08/2014,13:00:00
Simon,Leoszko,"Leoszko, Simon",Oxford,Let's Be Cops,5,30/08/2014,20:30:00
Alan,Lepano,"Lepano, Alan",Birmingham,Sin City: A Dame To Kill For,8,08/08/2014,20:00:00
David,Lepley,"Lepley, David",Leeds,Let's Be Cops,3,02/07/2014,20:30:00
Dustin,LeRay,"LeRay, Dustin",London,Boyhood,2,17/08/2014,21:00:00
Robert,Lerman,"Lerman, Robert",Edinburgh,Guardians Of The Galaxy,1,20/07/2014,20:00:00
Milan,Lerman,"Lerman, Milan",Manchester,Bad Neighbours,1,25/07/2014,18:30:00
Marlaina,Lerman,"Lerman, Marlaina",Manchester,Godzilla,4,16/07/2014,20:30:00
David,Lerman,"Lerman, David",Oxford,If I Stay,1,06/07/2014,20:00:00
Mirza,LeRoy,"LeRoy, Mirza",Birmingham,Guardians Of The Galaxy,4,28/07/2014,15:45:00
Janos,LeRoy,"LeRoy, Janos",Cardiff,Teenage Mutant Ninja Turtles,3,03/08/2014,10:30:00
Christian,Lertchaisirikul,"Lertchaisirikul, Christian",London,The Expendables 3,4,06/08/2014,17:45:00
Peter,Lesaru,"Lesaru, Peter",Manchester,Teenage Mutant Ninja Turtles,3,04/08/2014,20:00:00
Rashi,Lescano,"Lescano, Rashi",Edinburgh,If I Stay,5,29/08/2014,20:30:00
Maria Jose,Lescano,"Lescano, Maria Jose",London,The Amazing Spider-Man 2,5,02/07/2014,21:00:00
Rachel,Leslie,"Leslie, Rachel",Leeds,Godzilla,3,02/07/2014,20:30:00
Mahanagarjuna,Lesnick,"Lesnick, Mahanagarjuna",Birmingham,Godzilla,3,11/08/2014,15:45:00
Rupert,Lesnick,"Lesnick, Rupert",Birmingham,The Expendables 3,1,16/07/2014,15:45:00
Eun Jung,Lesnick,"Lesnick, Eun Jung",Edinburgh,Divergent,1,28/07/2014,13:00:00
Robert,Lesnick,"Lesnick, Robert",London,White Bird In A Blizzard,2,16/08/2014,10:30:00
Anil Kumar,Lesnick,"Lesnick, Anil Kumar",Manchester,Lucy,4,19/07/2014,09:30:00
Rohit,Lessiohadi,"Lessiohadi, Rohit",Birmingham,Captain America: The Winter Soldier,1,09/08/2014,21:00:00
Richard,Lester,"Lester, Richard",Birmingham,If I Stay,4,05/07/2014,18:30:00
Stephen,Lester,"Lester, Stephen",Oxford,Guardians Of The Galaxy,2,04/08/2014,20:30:00
Saharat,Leung,"Leung, Saharat",Birmingham,"As Above, So Below",1,13/07/2014,21:00:00
Sriram,Leung,"Leung, Sriram",Birmingham,Guardians Of The Galaxy,1,11/07/2014,20:00:00
Tobias,Leung,"Leung, Tobias",Birmingham,Guardians Of The Galaxy,2,18/07/2014,18:30:00
Cynthia,Leung,"Leung, Cynthia",Cardiff,If I Stay,4,14/08/2014,17:45:00
Jeffrey,Leung,"Leung, Jeffrey",Manchester,The Fault in Our Stars,2,18/07/2014,13:00:00
Preetdeep,Leung,"Leung, Preetdeep",Oxford,"As Above, So Below",1,21/07/2014,21:00:00
Sandra,Leung,"Leung, Sandra",Oxford,Into The Storm,2,17/08/2014,18:30:00
Michal,Leung,"Leung, Michal",Oxford,Let's Be Cops,4,11/08/2014,20:00:00
Melissa,Leung,"Leung, Melissa",Oxford,Sin City: A Dame To Kill For,8,25/07/2014,20:30:00
Gudrun,Leung,"Leung, Gudrun",Oxford,The Amazing Spider-Man 2,2,02/08/2014,20:00:00
Matthias,Leung,"Leung, Matthias",Oxford,The Expendables 3,1,19/08/2014,21:00:00
Jean-Sebastien,Levels,"Levels, Jean-Sebastien",Birmingham,Guardians Of The Galaxy,4,19/07/2014,20:00:00
Phyllis,Levels,"Levels, Phyllis",Manchester,The Expendables 3,3,21/07/2014,20:30:00
Melissa,Levenson,"Levenson, Melissa",Cardiff,The Fault in Our Stars,1,22/08/2014,20:00:00
James,Levesque,"Levesque, James",Oxford,Lucy,3,29/08/2014,20:00:00
Kader,Levi,"Levi, Kader",Edinburgh,If I Stay,4,21/08/2014,20:30:00
Anand,Levin,"Levin, Anand",Leeds,Bad Neighbours,4,20/07/2014,21:00:00
Brian,Levine,"Levine, Brian",Leeds,Sin City: A Dame To Kill For,2,03/08/2014,20:00:00
David,Levy,"Levy, David",London,Sin City: A Dame To Kill For,2,19/07/2014,20:00:00
Holger,Levy,"Levy, Holger",London,Sin City: A Dame To Kill For,1,13/07/2014,20:00:00
Ole-Herman,Lewendon,"Lewendon, Ole-Herman",Liverpool,Godzilla,2,24/07/2014,20:00:00
Hareeswer,Lewis,"Lewis, Hareeswer",Birmingham,Teenage Mutant Ninja Turtles,1,03/07/2014,20:00:00
Mohammed,Lewis,"Lewis, Mohammed",Birmingham,Teenage Mutant Ninja Turtles,1,11/07/2014,20:00:00
Sharon,Lewis,"Lewis, Sharon",Birmingham,The Expendables 3,1,16/08/2014,20:30:00
Eugene,Lewis,"Lewis, Eugene",Cardiff,Bad Neighbours,2,04/07/2014,20:00:00
Barbara,Lewis,"Lewis, Barbara",Cardiff,If I Stay,4,19/07/2014,21:00:00
Phillip,Lewis,"Lewis, Phillip",Edinburgh,Guardians Of The Galaxy,1,31/08/2014,20:30:00
Matej,Lewis,"Lewis, Matej",Leeds,If I Stay,1,05/08/2014,20:30:00
Gary,Lewis,"Lewis, Gary",Leeds,Into The Storm,5,20/08/2014,20:30:00
Francesco,Lewis,"Lewis, Francesco",Leeds,Sin City: A Dame To Kill For,3,08/08/2014,17:45:00
Charles,Lewis,"Lewis, Charles",Leeds,White Bird In A Blizzard,1,16/08/2014,18:30:00
Ankit Maheshbhai,Lewis,"Lewis, Ankit Maheshbhai",Liverpool,Teenage Mutant Ninja Turtles,1,31/08/2014,20:00:00
Marc,Lewis,"Lewis, Marc",London,If I Stay,4,27/07/2014,17:45:00
Anuraj,Lewis,"Lewis, Anuraj",London,Sin City: A Dame To Kill For,4,06/07/2014,20:30:00
Hao Ran,Lewis,"Lewis, Hao Ran",London,White Bird In A Blizzard,4,11/07/2014,20:00:00
Andre,Lewis,"Lewis, Andre",Manchester,Lucy,1,31/08/2014,20:00:00
